2794663|52641|2642|1|1|1593.64|0.07|0.01|A|F|1992-01-04|1992-02-05|1992-01-20|NONE|REG AIR|ing to the carefully ironic t,,
2805793|137911|7912|5|3|5846.73|0.02|0.03|A|F|1992-01-04|1992-03-08|1992-02-03|NONE|AIR|usual depe,,
2860608|167177|2210|1|32|39813.44|0.07|0.07|A|F|1992-01-04|1992-03-15|1992-01-14|COLLECT COD|FOB|al platelets. ironic, silent requests are f,
3185924|51317|6328|2|3|3804.93|0.10|0.06|R|F|1992-01-04|1992-03-04|1992-01-29|TAKE BACK RETURN|FOB|s among the qui,,
3359937|6191|1192|3|9|9874.71|0.01|0.04|R|F|1992-01-04|1992-02-12|1992-02-01|DELIVER IN PERSON|RAIL|unts along the furiously regular packages ,,
3363171|159338|9339|1|18|25151.94|0.10|0.06|A|F|1992-01-04|1992-03-04|1992-01-26|DELIVER IN PERSON|SHIP|ts use care,,
3442340|178944|6496|1|1|2022.94|0.08|0.06|A|F|1992-01-04|1992-03-17|1992-01-29|NONE|MAIL|slyly even pinto beans. carefully quie,,
3850144|189406|1925|6|22|32898.80|0.07|0.08|A|F|1992-01-04|1992-02-07|1992-01-05|DELIVER IN PERSON|TRUCK| nag blithely platelets,,
4144544|79176|9177|1|12|13862.04|0.06|0.03|R|F|1992-01-04|1992-02-26|1992-01-15|DELIVER IN PERSON|SHIP|ut the final ideas-- re,,
4188099|180898|3417|1|15|29683.35|0.03|0.06|R|F|1992-01-04|1992-03-10|1992-01-11|TAKE BACK RETURN|REG AIR|ets. furiously even th,,
4188099|121272|3785|5|50|64663.50|0.08|0.04|R|F|1992-01-04|1992-03-17|1992-01-17|NONE|MAIL|lyly. unusual foxes sleep f,,
4286211|12481|7484|1|37|51558.76|0.02|0.00|R|F|1992-01-04|1992-02-23|1992-01-14|DELIVER IN PERSON|SHIP|tain never against the ironic id,,
4373831|78318|3333|5|13|16852.03|0.03|0.01|A|F|1992-01-04|1992-02-10|1992-01-30|NONE|FOB|tructions. pin,,
4423809|101433|8964|3|45|64549.35|0.06|0.00|A|F|1992-01-04|1992-03-17|1992-01-30|COLLECT COD|TRUCK| the silen,,
4664516|101279|3790|3|21|26885.67|0.09|0.07|A|F|1992-01-04|1992-03-10|1992-01-07|NONE|FOB|gular, final platelets acc,
4757376|39570|2074|4|33|49815.81|0.03|0.04|R|F|1992-01-04|1992-03-15|1992-02-02|COLLECT COD|AIR|regular deposits ac,,
4792835|112369|2370|3|17|23483.12|0.06|0.01|A|F|1992-01-04|1992-02-24|1992-01-18|TAKE BACK RETURN|RAIL|ular accounts. carefully u,,
4811617|25679|684|3|47|75419.49|0.04|0.02|A|F|1992-01-04|1992-02-26|1992-01-29|COLLECT COD|AIR|symptotes haggle final,,
5166914|119930|7464|4|25|48748.25|0.09|0.01|A|F|1992-01-04|1992-02-06|1992-01-10|DELIVER IN PERSON|FOB|ully. deposits up the requests are c,,
5216263|114550|9573|1|9|14080.95|0.00|0.04|A|F|1992-01-04|1992-03-12|1992-01-17|COLLECT COD|RAIL|ites. slyly regular dependenci,,
5266851|187829|348|6|30|57504.60|0.08|0.06|R|F|1992-01-04|1992-03-17|1992-01-19|DELIVER IN PERSON|TRUCK|ar ideas among the final reques,,
5309959|122904|7929|3|38|73222.20|0.03|0.00|A|F|1992-01-04|1992-02-04|1992-02-03|COLLECT COD|MAIL|elets might sl,,
5370114|100221|2732|2|23|28088.06|0.06|0.07|A|F|1992-01-04|1992-02-29|1992-02-01|DELIVER IN PERSON|REG AIR|final escapades cajole. slow,,
5551524|128109|8110|4|37|42072.70|0.09|0.01|A|F|1992-01-04|1992-03-14|1992-01-19|COLLECT COD|REG AIR|n, even dependencies. s,
5775681|170976|977|2|24|49127.28|0.01|0.08|A|F|1992-01-04|1992-02-25|1992-01-25|NONE|TRUCK| accounts. furiously regular accoun,,
5809475|74445|4446|2|5|7097.20|0.10|0.00|R|F|1992-01-04|1992-03-01|1992-01-10|TAKE BACK RETURN|TRUCK|es. regular ideas ag,,
139655|4287|1788|1|5|5956.40|0.00|0.07|A|F|1992-01-05|1992-03-19|1992-01-31|NONE|FOB| foxes. thin requests wake fluff,,
152805|162401|2402|1|16|23414.40|0.08|0.06|R|F|1992-01-05|1992-02-06|1992-01-08|DELIVER IN PERSON|AIR|onic accou,,
176768|75429|2951|3|44|61794.48|0.06|0.07|A|F|1992-01-05|1992-03-15|1992-01-30|DELIVER IN PERSON|SHIP|the furiously regular asymptotes,,
555654|38841|8842|2|16|28477.44|0.08|0.00|R|F|1992-01-05|1992-03-05|1992-01-23|TAKE BACK RETURN|FOB|fily in place of the evenly reg,,
605250|77906|2921|1|19|35794.10|0.04|0.00|R|F|1992-01-05|1992-02-19|1992-01-18|NONE|TRUCK|equests use ,,
605250|58998|4009|5|31|60666.69|0.04|0.08|A|F|1992-01-05|1992-03-06|1992-01-23|TAKE BACK RETURN|FOB|cording to the fluffily even packages c,,
767942|176865|1900|4|25|48546.50|0.04|0.01|A|F|1992-01-05|1992-02-09|1992-01-31|COLLECT COD|REG AIR|tornis boost slyly after the requests. c,,
795073|60346|347|2|33|43109.22|0.06|0.05|A|F|1992-01-05|1992-03-30|1992-01-21|TAKE BACK RETURN|MAIL|cial packages. blithely even asymptot,,
1023363|5574|5575|1|36|53264.52|0.10|0.07|A|F|1992-01-05|1992-02-08|1992-01-14|TAKE BACK RETURN|AIR|bold pinto b,,
1182946|183013|8050|1|16|17536.16|0.02|0.02|A|F|1992-01-05|1992-03-02|1992-01-17|NONE|REG AIR|uses after the ,,
1234148|128978|8979|5|41|82285.77|0.07|0.00|R|F|1992-01-05|1992-02-25|1992-01-23|TAKE BACK RETURN|TRUCK|oxes use carefully along the carefu,,
1298054|126024|6025|2|43|45150.86|0.00|0.01|R|F|1992-01-05|1992-03-18|1992-01-22|COLLECT COD|RAIL|wake. brave asymptot,,
1306948|40148|7661|3|29|31556.06|0.01|0.03|R|F|1992-01-05|1992-03-30|1992-01-07|TAKE BACK RETURN|MAIL| furiously unusual theodolites solve. f,,
1314020|28299|8300|7|12|14727.48|0.03|0.03|R|F|1992-01-05|1992-03-27|1992-01-23|COLLECT COD|RAIL| ironic foxes against,,
1350337|147616|131|3|28|46581.08|0.04|0.02|A|F|1992-01-05|1992-03-14|1992-01-18|TAKE BACK RETURN|MAIL|t the deposits.,,
1417734|36293|6294|1|36|44254.44|0.02|0.00|R|F|1992-01-05|1992-02-03|1992-01-11|TAKE BACK RETURN|REG AIR| ironic, pending theodolites after the ,
1480390|48574|1079|1|42|63947.94|0.09|0.00|A|F|1992-01-05|1992-02-04|1992-02-01|COLLECT COD|TRUCK|express accounts affix careful,,
1600103|163997|3998|5|36|74195.64|0.02|0.00|A|F|1992-01-05|1992-03-26|1992-02-01|TAKE BACK RETURN|AIR| blithely furious requests might cajole. ,,
1656837|124754|2291|3|48|85380.00|0.00|0.06|R|F|1992-01-05|1992-02-08|1992-01-31|COLLECT COD|TRUCK|ges haggle slyly. exc,,
1844384|81109|3618|4|13|14171.30|0.03|0.07|R|F|1992-01-05|1992-03-31|1992-01-26|TAKE BACK RETURN|MAIL| are slyly furiously even package,,
1847718|9440|4441|1|31|41832.64|0.08|0.06|A|F|1992-01-05|1992-03-31|1992-02-03|TAKE BACK RETURN|MAIL|nal platelets haggle c,,
1867399|148318|8319|2|25|34157.75|0.06|0.00|R|F|1992-01-05|1992-03-08|1992-01-07|COLLECT COD|REG AIR|cajole blit,,
2149831|82344|9869|1|28|37137.52|0.01|0.08|A|F|1992-01-05|1992-02-19|1992-01-27|NONE|FOB|lways dogged ,,
2229568|35860|3370|3|9|16162.74|0.01|0.04|R|F|1992-01-05|1992-03-10|1992-01-31|NONE|MAIL| blithely even foxes bo,,
2391552|48410|8411|4|7|9508.87|0.05|0.08|R|F|1992-01-05|1992-03-08|1992-01-17|NONE|AIR|uickly regular theodolite,,
2559431|7343|2344|6|33|41261.22|0.02|0.04|R|F|1992-01-05|1992-01-31|1992-01-31|DELIVER IN PERSON|FOB|s nag quick,,
2670406|112563|7586|4|13|20482.28|0.00|0.01|A|F|1992-01-05|1992-03-12|1992-01-07|COLLECT COD|AIR|about the quickly express pl,,
2703429|98609|1119|4|10|16076.00|0.05|0.03|A|F|1992-01-05|1992-02-18|1992-01-24|NONE|FOB|c depths. pe,,
2752257|174908|4909|6|29|57504.10|0.08|0.02|R|F|1992-01-05|1992-03-31|1992-02-03|NONE|MAIL|ly ironic pattern,,
2820199|83058|3059|2|47|48929.35|0.04|0.02|A|F|1992-01-05|1992-02-23|1992-01-19|COLLECT COD|SHIP|y pending accounts: fox,,
2840710|110486|8020|1|34|50880.32|0.08|0.00|R|F|1992-01-05|1992-03-23|1992-01-07|TAKE BACK RETURN|REG AIR|ickly pending idea,,
2894497|177764|282|6|35|64461.60|0.01|0.08|A|F|1992-01-05|1992-03-06|1992-01-14|TAKE BACK RETURN|MAIL|deas doze slyly,,
2941507|152400|2401|7|2|2904.80|0.09|0.06|A|F|1992-01-05|1992-03-10|1992-01-26|NONE|FOB|y behind the sauternes. pe,,
3059203|18608|3611|4|9|13739.40|0.04|0.06|A|F|1992-01-05|1992-03-17|1992-01-26|DELIVER IN PERSON|RAIL|ely regular accounts affi,,
3230566|68342|5861|1|20|26206.80|0.05|0.02|R|F|1992-01-05|1992-04-01|1992-01-25|COLLECT COD|SHIP|xes cajole evenly unusual p,,
3395076|102982|5493|2|28|55579.44|0.06|0.08|A|F|1992-01-05|1992-02-16|1992-01-20|DELIVER IN PERSON|RAIL|iously pending instructions s,,
3478981|186700|6701|7|24|42880.80|0.01|0.04|A|F|1992-01-05|1992-02-24|1992-01-14|TAKE BACK RETURN|SHIP|lithe ideas wake. slyly pending theodol,,
3552900|15737|740|5|42|69414.66|0.00|0.03|R|F|1992-01-05|1992-02-03|1992-01-08|NONE|SHIP|thely above the packages.,,
3557312|171349|1350|1|13|18464.42|0.10|0.00|R|F|1992-01-05|1992-03-31|1992-01-30|DELIVER IN PERSON|MAIL| regular theodolites,,
3595365|19580|4583|4|37|55484.46|0.10|0.08|A|F|1992-01-05|1992-02-23|1992-01-19|DELIVER IN PERSON|REG AIR|usly bold ,,
3616160|164900|7417|5|43|84490.70|0.08|0.02|R|F|1992-01-05|1992-02-16|1992-01-17|COLLECT COD|TRUCK|t quickly blithely ,,
3741763|150023|24|4|37|39701.74|0.09|0.08|A|F|1992-01-05|1992-02-03|1992-01-26|COLLECT COD|MAIL|kly carefully pending acc,,
3868865|36369|1376|2|34|44382.24|0.01|0.06|R|F|1992-01-05|1992-02-22|1992-01-25|TAKE BACK RETURN|FOB|yly ironic packa,,
3873506|144386|1929|3|7|10012.66|0.08|0.05|A|F|1992-01-05|1992-03-26|1992-01-26|DELIVER IN PERSON|MAIL|yly carefully final foxes. fluffil,,
3907942|147288|7289|3|21|28040.88|0.07|0.00|A|F|1992-01-05|1992-02-15|1992-01-25|NONE|FOB| special hockey players ,,
3999015|8700|1201|4|40|64348.00|0.02|0.00|A|F|1992-01-05|1992-03-25|1992-02-01|NONE|TRUCK|counts. furiously ironic ideas serve fur,,
4094661|199797|7355|1|14|26555.06|0.00|0.01|A|F|1992-01-05|1992-04-01|1992-01-10|TAKE BACK RETURN|FOB|alongside of t,,
4103042|8880|3881|2|25|44722.00|0.06|0.02|R|F|1992-01-05|1992-03-15|1992-01-07|TAKE BACK RETURN|REG AIR|fluffily pending accounts. furiously ir,,
4136741|101996|7017|4|22|43955.78|0.10|0.02|R|F|1992-01-05|1992-02-23|1992-01-26|TAKE BACK RETURN|REG AIR|. pending foxes are blithely even cour,,
4153956|61759|6772|3|23|39577.25|0.05|0.05|R|F|1992-01-05|1992-03-29|1992-01-15|DELIVER IN PERSON|REG AIR|its. furiously unusual packag,,
4243554|45942|5943|3|15|28319.10|0.07|0.08|R|F|1992-01-05|1992-03-14|1992-02-01|COLLECT COD|AIR|ests sleep furiously about the,,
4286211|159312|6858|3|7|9599.17|0.04|0.04|R|F|1992-01-05|1992-02-18|1992-02-01|DELIVER IN PERSON|SHIP|luffily fin,,
4341538|54771|9782|1|19|32789.63|0.05|0.07|A|F|1992-01-05|1992-03-14|1992-01-13|TAKE BACK RETURN|REG AIR|c pinto beans. hock,,
4408743|164334|4335|4|37|51738.21|0.00|0.01|A|F|1992-01-05|1992-04-03|1992-01-14|NONE|MAIL|ts. final dependencies s,,
4772902|50039|7555|4|23|22747.69|0.06|0.02|A|F|1992-01-05|1992-03-07|1992-01-18|NONE|RAIL| slyly iro,,
4831524|28495|998|1|20|28469.80|0.05|0.04|A|F|1992-01-05|1992-02-29|1992-01-09|DELIVER IN PERSON|AIR|s. blithely,,
4945668|26369|1374|5|35|45337.60|0.00|0.07|R|F|1992-01-05|1992-03-29|1992-01-29|TAKE BACK RETURN|AIR|. carefully regular pa,,
4970564|97817|5345|5|41|74407.21|0.04|0.08|A|F|1992-01-05|1992-02-11|1992-01-25|TAKE BACK RETURN|REG AIR|after the slyly special a,,
5194919|3081|8082|2|47|46251.76|0.10|0.04|R|F|1992-01-05|1992-03-01|1992-01-10|NONE|SHIP| sly instructions,,
5295969|82355|9880|5|20|26747.00|0.00|0.02|A|F|1992-01-05|1992-02-06|1992-01-27|TAKE BACK RETURN|AIR|uriously pending depos,,
5341059|59534|7050|6|31|46299.43|0.07|0.01|A|F|1992-01-05|1992-02-28|1992-01-06|DELIVER IN PERSON|RAIL|he deposits. slyly thin t,,
5354948|197599|2638|2|33|55987.47|0.06|0.05|R|F|1992-01-05|1992-03-20|1992-01-08|DELIVER IN PERSON|REG AIR|iously regular accounts: r,,
5390343|170556|557|5|30|48796.50|0.08|0.03|R|F|1992-01-05|1992-03-03|1992-01-22|COLLECT COD|RAIL|lithely express pack,,
5426144|11896|4398|1|47|84970.83|0.01|0.07|R|F|1992-01-05|1992-02-26|1992-01-23|TAKE BACK RETURN|TRUCK|inal accounts sleep fluffily alon,,
5427168|27764|267|3|26|43985.76|0.02|0.00|A|F|1992-01-05|1992-03-11|1992-01-30|DELIVER IN PERSON|TRUCK|cuses. enticingl,,
5451078|181995|4514|4|36|74771.64|0.03|0.01|A|F|1992-01-05|1992-02-11|1992-01-26|TAKE BACK RETURN|AIR|ckly across the slyly special instr,,
5485507|136668|1695|5|5|8523.30|0.08|0.02|A|F|1992-01-05|1992-03-04|1992-02-04|NONE|REG AIR|ns. pending de,,
5587045|45877|5878|5|8|14582.96|0.09|0.05|R|F|1992-01-05|1992-02-07|1992-02-02|COLLECT COD|SHIP|es. platelets wake blithely? regular, ,
5651073|110923|3435|3|37|71555.04|0.03|0.04|A|F|1992-01-05|1992-03-27|1992-01-28|COLLECT COD|MAIL|around the even, reg,
5695205|118964|1476|1|39|77335.44|0.03|0.08|A|F|1992-01-05|1992-03-04|1992-01-23|COLLECT COD|TRUCK|s. fluffily ironic instructions affi,,
5724485|88180|5705|1|32|37381.76|0.08|0.06|A|F|1992-01-05|1992-02-29|1992-01-24|TAKE BACK RETURN|TRUCK|sly blithely thin packages. regular ,,
5740006|56479|3995|3|5|7177.35|0.09|0.08|R|F|1992-01-05|1992-03-16|1992-01-06|NONE|REG AIR|gle slowly. quickly regular theodo,,
5741383|186258|8777|2|26|34950.50|0.10|0.06|R|F|1992-01-05|1992-03-21|1992-01-25|DELIVER IN PERSON|TRUCK|s boost furiously ,,
