621763|42481|F|47678.50|1992-01-01|2-HIGH|Clerk#000000684|0|uches sublate carefully about the furiously regular dependenc,,,
623553|119389|F|54119.02|1992-01-01|5-LOW|Clerk#000000690|0|y regular requests. slyly even packages cajole furiously about the f,,,
628352|24943|F|306687.23|1992-01-01|2-HIGH|Clerk#000000757|0|ids use. quickly sly dinos alongside,,,
630278|116089|F|12536.40|1992-01-01|1-URGENT|Clerk#000000460|0|s. even, final pinto ,,
636423|94549|F|260557.63|1992-01-01|5-LOW|Clerk#000000708|0|ress depths. carefully bold platelets affix blithely. close hocke,,,
638595|27112|F|196726.23|1992-01-01|5-LOW|Clerk#000000953|0| packages wake blithely along ,,,
639553|109993|F|170266.70|1992-01-01|5-LOW|Clerk#000000192|0|oss the regular deposits nag slyly according to the slyly ironic accoun,,,
642151|2128|F|217426.39|1992-01-01|4-NOT SPECIFIED|Clerk#000000713|0|yly unusual deposits cajole quickly ,,,
646854|134503|F|236192.35|1992-01-01|2-HIGH|Clerk#000000747|0| sleep. furiously ironic platelets a,,,
656230|134236|F|132230.78|1992-01-01|3-MEDIUM|Clerk#000000915|0|totes alongside of the carefully unusual courts are caref,,,
682656|83854|F|190085.60|1992-01-01|5-LOW|Clerk#000000796|0|s above the furiously bold dependencies af,,,
685120|110767|F|148191.14|1992-01-01|1-URGENT|Clerk#000000658|0|ites. ironic grouches sleep. fur,,,
690274|114347|F|151055.28|1992-01-01|5-LOW|Clerk#000000310|0|ress packages boost,,,
699493|36206|F|235854.29|1992-01-01|3-MEDIUM|Clerk#000000055|0|slyly sly packages integrate slyly carefully even requests. special,,,
703012|132998|F|168049.28|1992-01-01|3-MEDIUM|Clerk#000000573|0|y special pinto beans sleep. express requests against the ,,,
706371|73999|F|13231.12|1992-01-01|1-URGENT|Clerk#000000615|0|unts boost carefully. quickly even accounts boost careful,,,
717701|127393|F|161872.35|1992-01-01|1-URGENT|Clerk#000000506|0|ic requests doze! regular excu,,,
721220|9263|F|223915.66|1992-01-01|4-NOT SPECIFIED|Clerk#000000050|0|are in place of the quickly silent deposits. final, bold gifts ac,,
721893|41219|F|296618.82|1992-01-01|4-NOT SPECIFIED|Clerk#000000624|0|ly regular deposits. blithely silent excuses should have to h,,,
723777|112528|F|230902.03|1992-01-01|2-HIGH|Clerk#000000885|0|ect about the doggedly pending accounts. frays boost slyl,,,
727232|25193|F|105953.38|1992-01-01|3-MEDIUM|Clerk#000000890|0|eans. blithely final asymptot,,,
743810|96827|F|161971.14|1992-01-01|1-URGENT|Clerk#000000303|0|ic requests sleep quickly carefully final accounts. furiously ex,,,
779654|32492|F|90639.41|1992-01-01|5-LOW|Clerk#000000771|0|te across the deposits. regular idea,,,
780903|6539|F|66953.00|1992-01-01|4-NOT SPECIFIED|Clerk#000000884|0|ly pending theodolites sleep blithely against the carefu,,,
787490|75227|F|174307.97|1992-01-01|2-HIGH|Clerk#000000240|0|yly from the furiously bold theodolites. blithely unusual ,,,
795073|83155|F|239786.72|1992-01-01|1-URGENT|Clerk#000000743|0|special requests sleep furiously regular, unusual packages. bold requests,,
803488|4153|F|156133.65|1992-01-01|5-LOW|Clerk#000000459|0| dugouts dazzle after the blithely regular re,,,
819428|142003|F|107705.60|1992-01-01|5-LOW|Clerk#000000204|0|eat blithely across the furiously regular deposits. bold, regular ideas ,,
821696|41077|F|121228.25|1992-01-01|2-HIGH|Clerk#000000275|0|p blithely pending dependencies. h,,,
828739|93590|F|172096.20|1992-01-01|5-LOW|Clerk#000000713|0|kages cajole furiously furiously final packages. sile,,,
834854|62452|F|173464.35|1992-01-01|4-NOT SPECIFIED|Clerk#000000437|0|ding excuses. ironic, ironic packages haggle b,,
842980|72862|F|59771.72|1992-01-01|2-HIGH|Clerk#000000992|0|odolites sleep outside t,,,
855717|88390|F|92246.70|1992-01-01|4-NOT SPECIFIED|Clerk#000000019|0| requests. quickly ironic requests print slyly unusual multipliers. even f,,,
857472|97922|F|343864.30|1992-01-01|3-MEDIUM|Clerk#000000994|0|of the quickly final epitaphs. ironic accounts serve furiously unu,,,
862278|26126|F|216512.21|1992-01-01|1-URGENT|Clerk#000000358|0|requests. blithely ironic dugouts are carefull,,,
871712|56122|F|72339.95|1992-01-01|2-HIGH|Clerk#000000553|0|he ironic foxes. quick,,,
874625|102112|F|36341.42|1992-01-01|4-NOT SPECIFIED|Clerk#000000926|0|c patterns are furiously arou,,,
902276|21508|F|81562.82|1992-01-01|5-LOW|Clerk#000000666|0|haggle-- bravely regular requests sleep furiously quickly ironic deposits,,,
904677|3043|F|131999.75|1992-01-01|2-HIGH|Clerk#000000950|0|are slyly among the instructions. packages run ideas.,,,
913152|87788|F|264990.40|1992-01-01|5-LOW|Clerk#000000805|0| unusual packages. quickly even orbits c,,,
923360|128519|F|215169.41|1992-01-01|2-HIGH|Clerk#000000237|0| deposits haggle blithely about the,,,
952960|34949|F|15099.98|1992-01-01|3-MEDIUM|Clerk#000000021|0| carefully final requests over the blithely final deposits ser,,,
964006|9118|F|145524.76|1992-01-01|3-MEDIUM|Clerk#000000123|0|fluffily final foxes. blithely quick deposits are carefully ,,,
964547|70876|F|73824.03|1992-01-01|1-URGENT|Clerk#000000031|0|final, unusual instructions affix furiously ironic pinto beans. ironic foxe,,
990147|69892|F|7331.75|1992-01-01|3-MEDIUM|Clerk#000000317|0|he ironic deposits. final ideas integrate furiously slyly,,,
1002753|61658|F|2330.74|1992-01-01|2-HIGH|Clerk#000000574|0|s affix fluffily. requests haggle slyly. slyly regular a,,,
1006694|56521|F|72103.29|1992-01-01|4-NOT SPECIFIED|Clerk#000000539|0|he slyly unusual deposits affix qui,,,
1038022|67475|F|74167.19|1992-01-01|4-NOT SPECIFIED|Clerk#000000687|0|ully. fluffily express ideas,,,
1049856|8194|F|237577.53|1992-01-01|1-URGENT|Clerk#000000941|0|st the blithely regular,,,
1049991|125006|F|176702.59|1992-01-01|4-NOT SPECIFIED|Clerk#000000649|0|e fluffily regular requests are along the carefully thin theo,,,
1054181|139421|F|197231.04|1992-01-01|5-LOW|Clerk#000000470|0|onic pinto beans poach slyly along the foxes: regular c,,,
1059108|61309|F|42599.23|1992-01-01|3-MEDIUM|Clerk#000000942|0|instructions use carefully above th,,,
1059425|110114|F|104080.64|1992-01-01|1-URGENT|Clerk#000000181|0| ironic dependencies are slyly among the fluf,,,
1069285|128716|F|175112.11|1992-01-01|1-URGENT|Clerk#000000978|0| slyly. fluffily close instructions are. furiously regul,,,
1070688|36031|F|20109.29|1992-01-01|2-HIGH|Clerk#000000454|0|inal accounts. express packages at the furiously regular dep,,,
1073059|120637|F|172776.18|1992-01-01|5-LOW|Clerk#000000493|0|lithely fluffy pearls haggle slyly. furiously express depo,,,
1081793|85418|F|128393.22|1992-01-01|1-URGENT|Clerk#000000382|0|hang closely final d,,,
1091458|99907|F|145938.45|1992-01-01|5-LOW|Clerk#000000606|0|lessly even foxes sleep never. express, special requests nag slyly-- furiousl,,
1104708|48770|F|245667.49|1992-01-01|3-MEDIUM|Clerk#000000381|0|ss accounts wake carefully blithely even platelets. carefully final req,,,
1110658|93866|F|83975.51|1992-01-01|1-URGENT|Clerk#000000694|0|ckages. blithely unusual requests are accordi,,,
1111877|15592|F|164101.04|1992-01-01|4-NOT SPECIFIED|Clerk#000000155|0|the slyly pending accounts. requests wake slyly across the c,,,
1115494|147511|F|188778.48|1992-01-01|3-MEDIUM|Clerk#000000635|0|lly regular dependencies. ironic, pending requests sleep theodolites. furiou,,
1123776|55729|F|22386.32|1992-01-01|3-MEDIUM|Clerk#000000190|0|egrate carefully about the never regu,,,
1132739|139438|F|264146.93|1992-01-01|4-NOT SPECIFIED|Clerk#000000472|0|wake. furious, ironic deposits are furiously against the regular requests,,
1133666|122833|F|228354.84|1992-01-01|1-URGENT|Clerk#000000747|0| the furiously even requests. carefully even ideas cajole blithely,,,
1139266|17032|F|29148.58|1992-01-01|4-NOT SPECIFIED|Clerk#000000156|0|fily express deposits: slyly even packages boost. unusual packages instead of,,,
1157222|18431|F|236288.52|1992-01-01|1-URGENT|Clerk#000000556|0|ongside of the quickly regular requests. requests sleep furiously specia,,,
1159971|46559|F|5699.11|1992-01-01|3-MEDIUM|Clerk#000000987|0| regular packages sleep across the regular, special accounts. thin, final pac,
1161669|126736|F|182968.18|1992-01-01|1-URGENT|Clerk#000000724|0|ld accounts are carefully. ironic foxe,,,
1185794|63079|F|360243.53|1992-01-01|5-LOW|Clerk#000000931|0|posits detect! fluffily pending ideas nag carefully,,,
1186308|23122|F|464569.20|1992-01-01|1-URGENT|Clerk#000000671|0| regular deposits are according to the quickly ex,,,
1190181|67618|F|80627.07|1992-01-01|5-LOW|Clerk#000000384|0|eposits. regular sheaves into the carefully sil,,,
1203046|53731|F|327499.09|1992-01-01|2-HIGH|Clerk#000000906|0|ckly regular excuses are furiously quickly final attainments. fi,,,
1203332|44632|F|408062.30|1992-01-01|3-MEDIUM|Clerk#000000346|0|final theodolites sleep above the special ideas. r,,,
1211207|62329|F|141243.35|1992-01-01|4-NOT SPECIFIED|Clerk#000000486|0|lithely bold requests use slyly across the slyly regular accounts. bl,,,
1215648|135569|F|136402.86|1992-01-01|4-NOT SPECIFIED|Clerk#000000361|0|xes nag blithely enticingly unusual requests. slyly express de,,,
1243424|7090|F|85403.45|1992-01-01|4-NOT SPECIFIED|Clerk#000000368|0|regular, final packages haggle blithely carefull,,
1244838|58181|F|202577.28|1992-01-01|4-NOT SPECIFIED|Clerk#000000083|0|gular accounts. furiously ironic sauternes wake fluffily iron,,,
1247234|103238|F|48177.60|1992-01-01|1-URGENT|Clerk#000000556|0|slyly about the packages. furiously regular packages lose slyl,,,
1249954|37417|F|167380.96|1992-01-01|2-HIGH|Clerk#000000384|0|the quickly even theodolites. furio,,,
1255365|107173|F|127306.02|1992-01-01|4-NOT SPECIFIED|Clerk#000000400|0|furiously express dolph,,,
1275397|35923|F|107936.11|1992-01-01|3-MEDIUM|Clerk#000000321|0|quickly pending instructions wake slyly accounts. furiously regular requests d,,,
1285220|131153|F|336196.56|1992-01-01|3-MEDIUM|Clerk#000000483|0|l, even packages sublate blithely final requests. pend,,
1290816|97643|F|45694.30|1992-01-01|1-URGENT|Clerk#000000270|0|quests sleep carefully. quickly thin packages above the furiously even ,,,
1298054|125599|F|196577.07|1992-01-01|3-MEDIUM|Clerk#000000845|0|regular requests cajole slyly requests. fluffily regular,,,
1304070|7999|F|215548.64|1992-01-01|2-HIGH|Clerk#000000163|0|es sleep slyly about the regular ideas. accounts cajole fluffily,,,
1314020|103994|F|188496.26|1992-01-01|1-URGENT|Clerk#000000295|0|. express theodolites haggle. finally ironic accounts ha,,,
1332388|92455|F|184396.76|1992-01-01|1-URGENT|Clerk#000000302|0|ve blithely final requests. unusual foxes are. carefully bold excuses,,,
1332613|84082|F|222502.44|1992-01-01|3-MEDIUM|Clerk#000000403|0|ly special packages snooze enticingl,,,
1340194|130349|F|196972.09|1992-01-01|2-HIGH|Clerk#000000940|0|r the fluffily unus,,,
1352897|112750|F|201886.25|1992-01-01|4-NOT SPECIFIED|Clerk#000000959|0|re along the furiously express requests. fluffily special ,,,
1353862|114863|F|170166.79|1992-01-01|5-LOW|Clerk#000000661|0|equests poach furiously slyly special requests. theodolites wake fur,,,
1359333|53218|F|89855.20|1992-01-01|5-LOW|Clerk#000000079|0|slyly final theodolites across the theodoli,,,
1362790|66571|F|291864.97|1992-01-01|2-HIGH|Clerk#000000810|0|deposits sleep foxes. fluffily express,,,
1373925|5828|F|293129.13|1992-01-01|1-URGENT|Clerk#000000307|0|s. furiously daring pinto beans are since the carefully exp,,,
1377542|67691|F|387570.61|1992-01-01|4-NOT SPECIFIED|Clerk#000000788|0|ect. carefully regular packages integrate among the blithely pending foxe,,,
1399905|143111|F|171569.00|1992-01-01|1-URGENT|Clerk#000000355|0|cross the quickly silent din,,,
1401891|5509|F|61829.17|1992-01-01|3-MEDIUM|Clerk#000000266|0|s. bold, even ideas use even grouches. asymptotes thrash. iron,,
1410629|61826|F|71742.20|1992-01-01|2-HIGH|Clerk#000000256|0|uctions detect furio,,,
1430276|44831|F|135707.63|1992-01-01|4-NOT SPECIFIED|Clerk#000000445|0|counts boost. regular ideas engage carefully quickly regular courts,,,
1498310|139370|F|64470.43|1992-01-01|1-URGENT|Clerk#000000390|0|counts at the pending accounts boost fluffily over the express dep,,,
1508679|77716|F|276121.21|1992-01-01|4-NOT SPECIFIED|Clerk#000000779|0|ost around the quickly ruthless instructions. ironic deposits haggle furiously,,,
1517600|58531|F|157068.58|1992-01-01|1-URGENT|Clerk#000000035|0|lithely furious ideas detect quickly above the slyly regu,,,
1540774|42073|F|56960.96|1992-01-01|5-LOW|Clerk#000000467|0|cial ideas haggle furiously. regula,,,
1543525|141085|F|45055.67|1992-01-01|1-URGENT|Clerk#000000646|0|bold instructions believe busi,,,
1545379|122560|F|12583.29|1992-01-01|3-MEDIUM|Clerk#000000776|0| according to the evenly regular,,,
1552449|19397|F|61511.76|1992-01-01|1-URGENT|Clerk#000000973|0|ilent, final requests. furiously bold dolphins cajole furiou,,
1555776|120415|F|42682.34|1992-01-01|3-MEDIUM|Clerk#000000556|0|l, express theodolites detect blithe,,
1559970|60217|F|297242.75|1992-01-01|4-NOT SPECIFIED|Clerk#000000124|0|d deposits. slyly special instructio,,,
1572673|12238|F|29416.54|1992-01-01|4-NOT SPECIFIED|Clerk#000000780|0| furiously unusual ideas nag fluffily into the exp,,,
1585734|64717|F|71204.97|1992-01-01|3-MEDIUM|Clerk#000000388|0|. platelets detect quickly above the r,,,
1586021|140308|F|13632.45|1992-01-01|3-MEDIUM|Clerk#000000647|0|y unusual accounts hang slyly fur,,,
1591622|140200|F|89469.92|1992-01-01|2-HIGH|Clerk#000000331|0|lly enticing requests boost. bold foxes are quietly final inst,,,
1604453|890|F|42352.59|1992-01-01|1-URGENT|Clerk#000000674|0|c, ironic packages wake carefully carefully final excuses,,
1608033|91699|F|27580.78|1992-01-01|4-NOT SPECIFIED|Clerk#000000013|0|areful packages cajole slyly. even foxes impress about the furiously fi,,,
1614787|2545|F|60043.46|1992-01-01|1-URGENT|Clerk#000000427|0|ironic deposits? final de,,,
1629218|121828|F|271625.17|1992-01-01|1-URGENT|Clerk#000000893|0|arefully even requests. carefully final courts wake furiously above the slyly ,,,
1639335|132481|F|131756.60|1992-01-01|2-HIGH|Clerk#000000745|0|ests. carefully regular ideas hind,,,
1643075|104261|F|109749.82|1992-01-01|5-LOW|Clerk#000000375|0|ing requests serve slyly regular requests. quickly pending d,,,
1656837|63331|F|241887.41|1992-01-01|3-MEDIUM|Clerk#000000211|0|the closely regular deposits. special pinto beans grow around ,,,
1673569|107912|F|268273.88|1992-01-01|1-URGENT|Clerk#000000173|0|lar packages. even, brave dolphins doze regular, sp,
1680997|73945|F|212392.54|1992-01-01|2-HIGH|Clerk#000000305|0|ly fluffily ironic deposits. foxes integrate slyly according to,,,
1681090|148286|F|159944.52|1992-01-01|3-MEDIUM|Clerk#000000799|0|ges. busily final packages affix fluffily along the furiously pending in,,,
1685828|53842|F|140888.13|1992-01-01|1-URGENT|Clerk#000000132|0|packages sleep slyly quickly special pinto beans. slyly ,,,
1701152|147571|F|84040.06|1992-01-01|1-URGENT|Clerk#000000698|0|quests sleep quietly pending asym,,,
1706016|66221|F|14937.25|1992-01-01|1-URGENT|Clerk#000000260|0|unusual requests wake quickly furio,,,
1719271|46345|F|60889.56|1992-01-01|1-URGENT|Clerk#000000950|0|jole slyly. furiously ironic accounts use ,,,
1727298|99502|F|96892.59|1992-01-01|5-LOW|Clerk#000000517|0|of the quickly pending deposits haggle fluffily along the,,,
1731587|110485|F|30371.85|1992-01-01|5-LOW|Clerk#000000008|0|s hinder furiously quickly even theodolites. pin,,,
1737829|72994|F|22830.87|1992-01-01|5-LOW|Clerk#000000009|0|c accounts: slyly regular excuses al,,,
1752322|2797|F|80771.87|1992-01-01|3-MEDIUM|Clerk#000000790|0|ual theodolites wake carefully. furious theodolites cajole thinly blithely ,,,
1758628|34207|F|156832.52|1992-01-01|5-LOW|Clerk#000000890|0|ckages. quickly ironic notornis accord,,,
1782787|78266|F|225309.30|1992-01-01|2-HIGH|Clerk#000000309|0|e quickly bold pinto beans snooze s,,,
1787520|8737|F|191674.24|1992-01-01|5-LOW|Clerk#000000239|0|d, bold accounts. furiously pending pinto beans against ,,
1791557|26509|F|113624.84|1992-01-01|4-NOT SPECIFIED|Clerk#000000994|0|ackages. blithely express theodolites kindle slyly slyly close ,,,
1792544|70669|F|80128.61|1992-01-01|3-MEDIUM|Clerk#000000995|0|efully bold requests doubt carefully bold platelets. carefully final,,,
1794374|35326|F|276503.67|1992-01-01|5-LOW|Clerk#000000336|0| pinto beans haggle boldly. final depos,,,
1832480|70841|F|58617.15|1992-01-01|1-URGENT|Clerk#000000650|0|carefully final grouches after the quickly pending instructions detect fur,,,
1837095|43300|F|64670.94|1992-01-01|3-MEDIUM|Clerk#000000028|0|ke blithely furiously express foxes. s,,,
1866913|129595|F|146642.72|1992-01-01|3-MEDIUM|Clerk#000000834|0|nal accounts. slyly final foxes cajole careful,,,
1868227|147094|F|123230.04|1992-01-01|5-LOW|Clerk#000000866|0|d the slyly special requests. quickly bold foxes dazzle beside the ,,,
1874662|78604|F|25965.12|1992-01-01|5-LOW|Clerk#000000352|0|yly express accounts are furi,,,
1875747|114898|F|218918.07|1992-01-01|4-NOT SPECIFIED|Clerk#000000142|0|ters haggle slyly according to the pint,,,
1876097|48646|F|46162.13|1992-01-01|3-MEDIUM|Clerk#000000677|0|refully across the slyly pending packag,,,
1880321|16021|F|6898.30|1992-01-01|1-URGENT|Clerk#000000329|0|s solve quickly. carefully regular requests wake along the even r,,,
1885254|65795|F|172326.82|1992-01-01|4-NOT SPECIFIED|Clerk#000000563|0|iously after the accounts. blithely ev,,,
1902082|57539|F|110361.99|1992-01-01|5-LOW|Clerk#000000468|0|nt requests use furiously excuses. ironic accounts boost caref,,,
1913443|132799|F|341542.98|1992-01-01|4-NOT SPECIFIED|Clerk#000000254|0|furiously final packages sleep blithely even ,,,
1920001|70319|F|217538.16|1992-01-01|3-MEDIUM|Clerk#000000712|0|o the furiously special foxes are furiously above t,,,
1929409|136064|F|96761.03|1992-01-01|5-LOW|Clerk#000000672|0|t the quickly special pinto beans. ,,,
1939168|12454|F|85510.94|1992-01-01|5-LOW|Clerk#000000798|0|the carefully blithe deposits. blit,,,
1942917|107302|F|39336.96|1992-01-01|4-NOT SPECIFIED|Clerk#000000141|0|es. ironic accounts haggle furiously accounts. dolphins affix idly ,,,
1945668|47384|F|35079.98|1992-01-01|3-MEDIUM|Clerk#000000588|0|usual platelets according to the theodolites use quickly after th,,,
1950566|62045|F|260186.82|1992-01-01|1-URGENT|Clerk#000000917|0|ges. carefully express deposits integrate about the unusual accounts. reg,,,
1950726|37852|F|112520.79|1992-01-01|3-MEDIUM|Clerk#000000311|0|eposits. fluffily ironic instruct,,,
1955750|80039|F|208464.23|1992-01-01|5-LOW|Clerk#000000527|0| packages are quickly after the unu,,,
1974598|123511|F|166542.39|1992-01-01|1-URGENT|Clerk#000000724|0|as bravely according to the bold dependencies. blithely unusual deposits c,,,
1983334|91987|F|14118.06|1992-01-01|2-HIGH|Clerk#000000637|0|sly express packages affix fluffily regular deposits--,,,
1984517|121093|F|9244.60|1992-01-01|2-HIGH|Clerk#000000781|0|ctions hinder doggedly.,,,
2001892|143665|F|153692.02|1992-01-01|3-MEDIUM|Clerk#000000197|0|p slyly careful, final packages. ironic, final requests are furiously. care,
2005603|69730|F|170324.88|1992-01-01|2-HIGH|Clerk#000000389|0|sts haggle quickly to the fluffily pending packages. even deposits aga,,,
2033824|82363|F|60916.14|1992-01-01|3-MEDIUM|Clerk#000000228|0| to cajole. evenly ironic ,,,
2048934|98677|F|174743.54|1992-01-01|4-NOT SPECIFIED|Clerk#000000017|0| the thin, regular accounts. furiously unusual instructions c,,
2069187|79772|F|156696.08|1992-01-01|2-HIGH|Clerk#000000346|0|ely. slyly even deposits sleep quickly slyly final packages. iron,,,
2069926|29233|F|83426.49|1992-01-01|5-LOW|Clerk#000000775|0|he quickly special deposits. quickly regular platelets use slyly ,,,
2074886|71314|F|81336.55|1992-01-01|5-LOW|Clerk#000000371|0|refully furious platelets snooze blith,,,
2074976|42650|F|148794.54|1992-01-01|2-HIGH|Clerk#000000578|0|sual packages thrash among the fin,,,
2083685|95581|F|74430.49|1992-01-01|2-HIGH|Clerk#000000978|0|efully even deposits boost. fl,,,
2088422|23728|F|130840.16|1992-01-01|1-URGENT|Clerk#000000556|0|ide of the fluffily ironic pinto beans. carefully regular packages alo,,,
2104164|20818|F|141688.86|1992-01-01|2-HIGH|Clerk#000000797|0|its. regular deposits sleep carefully. furio,,,
2109282|117200|F|336524.54|1992-01-01|2-HIGH|Clerk#000000401|0|ges. carefully busy requests run. quietly ,,,
2132197|99581|F|69656.95|1992-01-01|1-URGENT|Clerk#000000757|0|furiously regular decoys along the busi,,,
2138215|116467|F|56734.06|1992-01-01|3-MEDIUM|Clerk#000000637|0|e of the blithely final ideas. bold, express accounts amo,,
